market_type,assets_id,assets_short_cn_name,assets_full_cn_name,party_short_cn_name,party_short_en_name,party_full_cn_name,party_full_en_name,party_url,description,location,founding_time,listing_time,section_tags,stakeholders
A股,000020.XSHE,深华发A,深圳中恒华发股份有限公司,深华发,HUAFA,深圳中恒华发股份有限公司,"Shenzhen Zhongheng Huafa Co.,Ltd.",www.hwafa.com.cn,"深圳中恒华发股份有限公司(以下简称“公司”)的前身是深圳华发电子股份有限公司,成立于1981年,由深圳市赛格集团有限公司、中国振华电子集团有限公司、香港陆氏实业有限公司三家法人发起设。作为深圳证券交易所最早期上市的公司之一,公司有着辉煌的历史,曾连续11年进入中国电子百强企业排名,是全国外商投资双优企业。2005年6月,武汉中恒新科技产业集团有限公司为使其工业形成产业链互补效应,斥巨资接手公司,受让了公司原第一、第二大股东深圳市赛格集团有限公司和中国振华电子集团有限公司持有的41.14%本公司股权,股权过户手续于2007年4月完成。2007年9月,公司正式更名为“深圳中恒华发股份有限公司”。截至目前,公司的总股本为283,161,227股,其中,人民币普通股(A股)181,165,391股,占公司股份总数63.98%;境内上市外资股(B股)为101,995,836股,占公司股份总数36.02%。经营业务主要分为四大模块——液晶显示器整机业务、注塑件生产业务、保丽龙(轻型材料包装)生产业务、物业租赁业务,其中:在武汉经济技术开发区内拥有三间大型工厂,占地近9万平方米,国内多家知名大型生产企业云集周边,基于加工配套服务业的辐射半径要求,客户资源优质稳定,已形成良好的长期合作关系,尤其注塑业务与保丽龙业务迄今经营将近10年,年产能力及规模居华中地区前列;在深圳市福田区华强北商圈及光明新区公明街道均拥有数万平方米的大型物业,每年物业租赁收入可观。此外,公司位于深圳地区的所有工业用地均被纳入2010年深圳市城市更新单元规划制定计划第一批计划,未来自有土地资源的开发与经营将成为公司循序渐进式的长期稳定的收入来源和新的利润增长点。",深圳市福田区华发北路411栋华发大厦东座6楼,1981-12-08,1992-04-28,元件,
A股,000021.XSHE,深科技,深圳长城开发科技股份有限公司,深科技,KAIFA,深圳长城开发科技股份有限公司,"Shenzhen Kaifa Technology Co., Ltd.",www.kaifa.cn,深圳长城开发科技股份有限公司（证券简称：深科技证券代码：000021）为全球客户提供技术研发、工艺设计、生产控制、采购管理、物流支持等全产业链服务。1994年在深交所上市，是中国电子核心企业之一，是中国500强、深圳市工业百强企业。深科技成立于1985年，拥有30多年丰富的产品生产制造经验，1.5万平方米10000级到100级的净化车间，150多条SMT生产线。公司总部位于中国深圳，拥有深圳、苏州、惠州、东莞、成都、重庆、桂林、马来西亚、泰国、菲律宾等十个研发制造基地，总面积超过49万平方米。同时公司在美国、英国、荷兰、印度、新加坡、香港等十多个国家或地区设有分支机构或拥有研发团队，现有员工约2.5万人。深科技致力于提供计算机与存储、通讯与消费电子、半导体、医疗器械、汽车电子、商业与工业产品的制造服务和自动化设备、计量系统及物联网系统的研发生产服务。深圳彩田园区是深圳政府授予的特色存储产业园，是中国先进的通讯电子产品制造企业之一，为全球多家一线品牌提供技术制造服务，年产智能手机5000万台；是中国知名的智能电表及控制系统出口企业，累积出口高端智能电表到欧洲、南亚和东南亚等地4400万台；是中国知名的半导体存储模组制造企业，年产3000万片；是中国先进的DRAM/flash封装测试企业，月产能4500万颗。深科技是国家高新技术企业，拥有中国国家认可委员会（CNAS）认可的专业实验室，具备优秀的可靠性、材料分析、先进机械、热仿真、表面贴装（SMT）、以及静电防护等工程技术能力，被认定为广东省工程技术中心和深圳市公共技术平台。,广东省深圳市福田区彩田路7006号,1985-07-04,1994-02-02,电子系统组装,
A股,000022.XSHE,深赤湾A,招商局港口集团股份有限公司,招商港口,CMPort,招商局港口集团股份有限公司,"China Merchants Port Group Co., Ltd.",www.cmp1872.com,"招商局港口集团股份有限公司主要从事集装箱、散杂货码头及港口配套业务的开发建设和经营管理,公司旗下拥有华南地区重要的进出口港口区一一赤湾港区及与之配套的港口服务企业。赤湾港区码头建设始于1982年,1993年经股份制改造后,整合组建成深圳赤湾港航股份有限公司,并在深交所挂牌上市。凭借其得天独厚的地理位晋,稳健而务实的经营理念,独具特色的管理模式,优秀的管理团队和丰厚的投资回拫,深赤湾从上市伊始即受广大境内外投资者的青睐。1996年顺利通过了IS09002国际认证,成为国内言家获此认证的港口企业。",广东省深圳市南山区招商街道工业三路一号招商局港口大厦23-25楼,1990-07-19,1993-05-05,港口,
A股,000023.XSHE,深天地A,深圳市天地(集团)股份有限公司,深天地,UNIVERSE,深圳市天地(集团)股份有限公司,"Shenzhen Universe (Group) Co.,Ltd",www.sztiandi.com,"深圳市天地（集团）股份有限公司（股票代码：000023）创建于1981年，其前身为深圳市建筑工业公司。公司从1991年6月开始实行股份制改造，1993年2月向社会公开发行了总股本7,600万股（其中社会公众股2,300万股，内部职工股230万股）的普通股股票，并于同年4月29日在深圳证券交易所上市交易。公司是全国第一家以商品混凝土为主业的上市公司，也是深圳市最早从事商品混凝土生产的专业公司。经过多年发展，公司形成了以商品混凝土为主业，房地产开发为支柱产业、物业管理为辅业的产业结构，业务已扩展至湖南、陕西、江苏等地。公司的混凝土产业具有国家最高生产资质，在深圳和湖南均建有专业商品混凝土生产基地，可生产各种强度等级的普通混凝土和抗渗、抗折、缓凝、早强、耐腐蚀等特种混凝土以及预拌砂浆，其中在预拌砂浆技术方面位居领先地位。公司具有雄厚的技术力量和强大的生产能力，可满足各类工程的不同需求，长期以来，为深圳许多重点工程、地标建筑提供了大量优质商品混凝土，产品已覆盖整个深圳市，进入湖南株洲市场后，为当地的重点和样板工程提供了优质混凝土。市场占有率稳居深圳前列，居于株洲地区龙头。房地产作为公司的支柱产业，也取得了丰硕成果。深圳早期大型住宅小区松园南小区、天地大厦、东门商业旺地方海商苑、侨城北天地峰景园等项目引人瞩目。公司地产的异地开发也获得巨大成功，2009年，地标性综合建筑“天地时代广场”在西安落成。西安“天地时代广场”项目荣获“2010中国建筑业低碳行动十大标志工程”荣誉称号；住宅楼荣获“2010年度陕西省建设工程长安杯奖（省优质工程）”；在创建中国建筑最高奖项“鲁班奖”评分中，综合评分名列第三。公司管理的物业也屡次荣获国家、省、市物业管理优秀大厦、安全文明先进小区、标兵小区称号。",广东省深圳市南山区高新技术产业园(北区)朗山路东物商业大楼10楼,1984-11-16,1993-04-29,其他建材,
A股,000024.XSHE,招商地产,招商局地产控股股份有限公司,招商地产,nan,招商局地产控股股份有限公司,"China Merchants Property Development Co.,Ltd.",www.cmpd.cn,"招商局地产控股股份有限公司原名“招商局蛇口控股股份有限公司”,系由招商局蛇口工业区有限公司在原蛇口招商港务有限公司基础上改组设立的中外合资股份有限公司,于1990年9月在中国深圳成立。1993年2月,经深圳市人民政府深府办复(1993)358号文批准,本公司以募集设立方式向境内公开发行A股股票27,000,000股、向境外公开发行B股股票50,000,000股,发行后本公司股份总额达到210,000,000股。本公司发行的A股、B股于1993年6月在中国深圳证券交易所上市。",广东省深圳市南山区蛇口兴华路6号南海意库3号楼,1990-09-19,1993-06-07,港口,
A股,000025.XSHE,特力A,深圳市特力(集团)股份有限公司,特力集团,TELLUS,深圳市特力(集团)股份有限公司,"Shenzhen Tellus Holding Co.,Ltd",www.tellus.cn,"深圳市特力(集团)股份有限公司主营业务是汽车销售;汽车检测、维修及配件销售;物业租赁及服务业务。公司以创新驱动发展为指导原则,按照公司战略规划积极推进公司战略转型工作,在保证现有主营业务健康发展的基础上,快速推进新商业模式落地实施见效,通过整体资源优化配置,确保战略转型顺利实施。",广东省深圳市罗湖区水贝二路特力大厦3、4楼,1986-11-10,1993-06-21,汽车服务,
A股,000026.XSHE,飞亚达,飞亚达精密科技股份有限公司,飞亚达公司,FIYTA,飞亚达精密科技股份有限公司,"FIYTA Precision Technology Co., Ltd.",www.fiytagroup.com,"飞亚达(集团)股份有限公司创立于1987年,是中国钟表行业的旗舰企业,中国境内表业上市公司,系中航工业集团下属中航国际深圳公司的主要投资企业之一。名表零售业务方面,旗下的“亨吉利世界名表中心”是国内统一商号名表连锁网络,已发展为高端钟表零售业务的领军品牌之一。通过十几年的经营积累,不仅拥有覆盖全国的零售网络、超过10万的VIP客户资源,也与众多知名国际钟表品牌建立了紧密合作关系,更基于“K=BSC2”、三层营销理论创建了独特的高端商业品牌运营体系,铸就了自身的核心竞争力。自有产品品牌方面,已形成飞亚达表、高端品牌、时尚品牌为主的“三色堇”产品品牌构架,基本完成了在研发、设计、关键零部件生产制造、分销、零售等重要价值环节的全产业链布局。公司长期致力于精密计时腕表技术研发与应用,拥有先进的研发生产技术和制造工艺平台。其中,飞亚达表自2003年来,一直为中国航天员提供优质精良的计时装备,并于2011年正式进入巴塞尔国际钟表展的一号馆,与众多国际顶级钟表品牌毗邻,成为进入该馆的首个中国品牌。",广东省深圳市南山区高新南一道飞亚达科技大厦20楼,1990-03-30,1993-06-03,其他家用轻工,
A股,000027.XSHE,深圳能源,深圳能源集团股份有限公司,深圳能源,Shenzhen Energy,深圳能源集团股份有限公司,"Shenzhen Energy Group Co., Ltd.",www.sec.com.cn,"深圳能源集团股份有限公司前身系深圳市能源集团有限公司（成立于1991年6月，简称：深能集团）。深能集团作为发起人募集设立深圳能源投资股份有限公司，公司股票于1993年9月在深圳证券交易所上市，简称：深圳能源，股票代码：000027,是全国电力行业第一家在深圳上市的大型股份制企业，也是深圳市第一家上市的公用事业股份公司。2007年12月20日，深圳能源投资股份有限公司通过非公开发行股票收购深能集团的股权和资产，实现了深能集团的整体上市，开创了国内电力公司整体上市的先河，公司的资产规模、竞争实力得到大幅提升。2008年4月7日，深圳能源投资股份有限公司更名为深圳能源集团股份有限公司。深圳能源现有总股本为3,964,491,597股，其中深圳市人民政府国有资产监督管理委员会持有1,896,000,775股，占总股本的47.82％，华能国际电力股份有限公司持有991,741,659股，占总股本的25.02％，其他股东持有1,076,749,163股，占总股本的27.16％。深圳能源自成立以来，紧紧把握时代脉搏，科学选定战略方向，优化治理、控制风险，保持有效增长、创造国际领先，全力打造“责任能源、实力能源、环保能源、和谐能源”。截至2018年9月，深圳能源（含受托管理的深能集团资产）总资产836亿元，净资产266亿元，控股装机容量1219万千瓦，产业布局拓展至国内22个省市及非洲加纳等海外地区，主要电厂有深圳妈湾电厂（194万千瓦）、广东河源电厂（120万千瓦）、深圳东部电厂（117万千瓦）、东莞广深沙角B电厂（70万千瓦）、深能保定电厂（70万千瓦）、深能库尔勒电厂（70万千瓦）、珠海洪湾电厂（36万千瓦）、东莞樟洋电厂（36万千瓦）、惠州丰达电厂（36万千瓦）、加纳燃机电厂（56万千瓦）。集团积极拓展新能源产业，2010年首个风电项目并网，2012年实现太阳能发电零突破，2014年实现水电零突破，目前已投产97万千瓦太阳能发电项目、88万千瓦风电项目、82万千瓦水电项目，集团清洁能源占总容量的比例进一步提高至57%。在大力拓展电力主业的同时，深圳能源坚持最高环保标准，以垃圾处理产业为依托，积极发展能源环保产业，目前已建成投产深圳、武汉、福建龙岩、广东潮安、山东单县等8座垃圾焚烧发电厂，垃圾日处理能力达9050吨，排放指标均达到欧盟标准，处于世界先进水平，创造了深圳标准。其中宝安垃圾发电厂日处理能力4200吨，是目前国内最大、排放标准最高的垃圾焚烧发电厂，集团在建筹建垃圾焚烧项目12个，全部建成后垃圾日处理能力将达30750吨。深圳能源现辖34家成员企业，形成了以能源电力、能源环保、能源燃气为核心业务，能源资本、能源置地为支撑业务的“三轮两翼”产业体系，从区域性电力企业逐步向全国性乃至国际化的综合能源服务企业转型，主要经营指标连续多年位居全国同行业前列，在产业市场和资本市场上树立起“诚信、绩优、规范、环保”的良好形象。",广东省深圳市福田区福田街道金田路2026号能源大厦北塔楼9层、29-31层、34-41层,1993-08-21,1993-09-03,火电,
A股,000028.XSHE,国药一致,国药集团一致药业股份有限公司,国药一致,SINOPHARM ACCORD,国药集团一致药业股份有限公司,China National Accord Medicines Corporation Ltd.,www.szaccord.com.cn,"国药集团一致药业股份有限公司是中国医药集团、国药控股旗下的综合性医药上市公司。2016年在集团战略驱动下,国药一致战略定位为中国医药集团属下的全国医药零售整合平台,完成了与国大药房的整合重组,实现了“全国零售+两广分销+工业投资”的战略转型与升级。
国药一致分销立足打造“中国南区领先的药品分销及供应链服务提供商”,依托深度覆盖南区的分销及配送网络,为国内外药品、医疗器械、耗材及其他医疗保健产品的制造商和供应商,及下游的医院、其他分销商、零售药店、基层医疗机构等客户提供全面的分销、物流和其他增值服务。同时,转型升级为行业领先的医药供应链解决方案提供商,在医药、医疗等健康相关产业中融合供应链及互联网实现创新,探索多元化业务协同发展。目前,已在广东广西主要城市以直营方式管理专业处方连锁药店网络,向终端消费者销售新药特药、慢病用药及大健康产品。
近年来,国大药房顺应社会发展,不断提升专业化水平,开展糖尿病、高血压等慢病管理服务;主动对接“互联网+”浪潮,启动健康服务APP与在线健康社区建设;坚持开展服务创新,布局涵盖中药、西药、中医、西医、康复理疗与各类医疗相关资源的零售诊疗创新门店,全力打造消费者放心的中国医药健康零售品牌。五年来稳居中国医药零售行业首位。",广东省深圳市福田区八卦四路15号一致药业大厦,1986-08-02,1993-08-09,软饮料,
A股,000029.XSHE,深深房A,深圳经济特区房地产(集团)股份有限公司,深房集团,SPG,深圳经济特区房地产(集团)股份有限公司,"Shenzhen Special Economic Zone Real Estate&Properties (Group).Co.,Ltd.",www.sfjt.com.cn,"深圳经济特区房地产(集团)股份有限公司成立于1980年1月8日,前身为“深圳经济特区房地产公司”。1992年2月经深圳市政府批次准更名为“深圳经济特区房地产总公司”,成为深圳市政府直属的一级企业。同年8月,公司进行了股份制改造。1993年7月,经深圳市人民政府批准,正式成立“深圳经济特区房地产(集团)股份有限公司”,9月15日深深房A在深圳证券交易所挂牌交易;1994年1月10日深深房B在深圳证券交易所挂牌交易。
作为深圳经济特区最早成立的房地产开发公司。公司已发展成为一家以房地产开发与经营为主业,集物业管理与经营、建筑工程设计、施工与管理、旅游开发与经营多元化经营于一体的企业集团。",广东省深圳市人民南路深房广场47楼,1986-07-19,1993-09-15,房地产开发,
A股,000030.XSHE,富奥股份,富奥汽车零部件股份有限公司,富奥股份,FAWER,富奥汽车零部件股份有限公司,FAWER Automotive Parts Limited Company,www.fawer.com.cn,"富奥汽车零部件股份有限公司是中国知名的汽车零部件制造业集团企业,主营汽车零部件的研发、设计、制造及销售。主要产品包括底盘系统、环境系统、制动和传动系统、转向及安全系统、电子电器系统、发动机附件系统等六大系列,产品品种覆盖重、中、轻、微型商用车和高、中、低档乘用车等系列车型;公司产品为众多国内整车/整机企业配套,部分产品远销海外。",吉林省长春市高新区学海街701号,1988-10-06,1993-09-29,汽车零部件,
A股,000031.XSHE,大悦城,大悦城控股集团股份有限公司,大悦城控股,GRANDJOY,大悦城控股集团股份有限公司,"GRANDJOY HOLDINGS GROUP CO.,LTD.",www.grandjoy.com,中粮地产（集团）股份有限公司（000031）是一家全国性、综合性的房地产开发上市企业，总部位于深圳市。控股股东中粮集团有限公司连续多年位列世界500强企业之列，是国务院核定的16家以房地产为主业的央企之一。中粮地产从事的主要业务包括：房地产开发、经营、销售、出租及管理住宅、商用物业，经营业态以住宅为主，公司立足环北京、环上海、环深圳三大核心城市群，重点关注以长江中游城市群、成渝城市群、一带一路沿线为主的中心城市及高潜力城市，主要产品为壹号系列、祥云系列、锦云系列、鸿云系列等住宅产品。,广东省深圳市福田区福华一路1号大中华国际交易广场35层；北京市朝阳区朝阳门南大街8号中粮福临门大厦13层,1993-10-08,1993-10-08,房地产开发,
A股,000032.XSHE,深桑达A,深圳市桑达实业股份有限公司,深桑达,SED,深圳市桑达实业股份有限公司,"Shenzhen Sed Industry Co.,Ltd.",www.sedind.com,深圳市桑达实业股份有限公司成立于1993年9月，同年10月在深圳证券交易所主板挂牌上市（简称：深桑达A，代码：000032），是中国最大的国有综合性电子信息企业集团——中国电子信息产业集团有限公司（CEC）旗下中国中电国际信息服务有限公司投资控股的股份制企业。公司业务涵盖以智慧交通、智慧照明、新能源、智慧商业等为主的智慧产业，以铁路GSM-R通信产品为主的轨道交通通信信号产业，以精密运输和产业物流为主的现代物流业和以自有工业园区改造升级为主的城市更新业务。成员企业桑达无线公司是全球主要、中国知名的铁路GSM-R移动通信终端供应商，连续多年稳居国内GSM-R终端市场份额领先地位，是欧洲GSM-R终端市场主要供货商。桑达设备公司在智慧城市领域中的智慧交通、智慧安防等多个子系统积累了丰富的建设经验，在国内具有较高的市场占有率和较强的品牌号召力。桑达国际电源公司拥有20余年专业电源研发制造经验，在直流集中供电系统、智能微电网系统等领域具有相当优势。桑达商用公司是中国POS行业的先行者和领航者。中电桑飞公司是桑达携手飞利浦在智慧照明业务领域的合资企业，致力以EMC、PPP模式开拓国内智慧城市市场。捷达运输公司是国内领先的精密运输物流服务商，在液晶显示面板产业物流领域具有较高的声誉。作为中国电子“三大系统工程”之信息服务板块的重要平台公司，公司将秉承“活力第一、创新至上、集体奋斗、守住底线”的核心价值观，充分发挥中央企业优势，专注于政府及行业市场，以信息服务业为主轴，以智慧产业、轨道交通通信信号产业、产业物流为抓手进行产业布局，坚持科技创新，坚持资本运作，加快改革步伐，打造核心竞争力，努力成为业绩优良、成长性高、公众形象好的知名高科技上市公司。,广东省深圳市南山区科技园科技路1号桑达科技大厦15-17层,1993-12-04,1993-10-28,终端设备,
A股,000033.XSHE,新都退,深圳新都酒店股份有限公司,新都退,CENTURY PLAZA HOTEL,深圳鹍鹏控股股份有限公司,"Shenzhen Century Plaza Hotel Co.,Ltd.",www.szcphotel.com,公司为是深圳酒店业唯一的上市公司，主要从事经营酒店、商场、餐厅以及酒店附设的车队、康乐设施、自有物业的出租与管理。公司酒店位于深圳火车站、罗湖口岸、地铁总站和罗湖汽车客运站及罗湖商业城附近，交通便利；同时地处罗湖区人民南商业圈，周围是繁华的金融和商业区，便于商业活动、旅游购物、休闲娱乐。酒店经过更新改造后，居住环境大大提升；酒店、餐饮不断提升管理水平和服务质量，已得到客人认可，增加了酒店客源。2015年第四季度，公司新成立的子公司新都实业开始运营，主要从事互联网业务及酒水销售、广告代理、游戏开发等业务。新都实业自成立伊始即在互联网业务、酒水销售等多个领域取得业务突破，拥有了一定的存量客户资源优势；新都实业注重人才队伍建设，在上述领域建立了专业的人才团队，为业务开展提供了有力保障。未来新都实业将在持续为现有存量客户提供优质服务的基础上，积极拓展新客户，并在合适时机介入新业务领域，力争实现盈利能力突破。,广东省深圳市春风路一号新都酒店28楼,1990-03-08,1994-01-03,酒店,
A股,000034.XSHE,神州数码,神州数码集团股份有限公司,神州数码,DIGITAL CHINA,神州数码集团股份有限公司,"Digital China Group Co.,Ltd.",www.digitalchina.com,神州数码集团股份有限公司（股票代码：000034.SZ，简称：神州数码），其名字源于Digital China，数字中国。深耕中国信息化20年，神州数码现已成为中国优秀的整合IT服务提供商，依托覆盖30000余家合作伙伴的生态网络，为百万家企业及上亿消费者提供数字化产品、方案及专业IT服务。在云+大数据时代，神州数码秉承初心，乘势而上，正在成为中国更优秀的云服务提供商和数字化转型赋能者。,北京市海淀区上地九街九号数码科技广场,1982-06-01,1994-05-09,饲料,
